,label,goalkeeper_has_cleansheets,played_since_start,shot_first_goal_in_match,shot_winning_goal_in_match,team_clean_sheet,was_substituted_off,was_substituted_on
http://dl-learner.org/res/action1042578,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10425788,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1042588,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10451537,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10451577,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10451657,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045411354,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1045411454,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action104541154,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1045414454,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045417254,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045419954,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1045420054,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045420254,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1045420354,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1045420754,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045420854,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045420954,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045421054,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045421154,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045421254,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045421354,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1045421554,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1045421754,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045421954,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045422154,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1045422354,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action104544754,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action104661011,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046611111,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046611211,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046614211,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046617211,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046617611,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046617711,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046617811,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046617911,2,0,1,1,0,0,1,0
http://dl-learner.org/res/action1046618011,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1046618111,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046618311,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1046618411,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046618511,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046618611,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046618711,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046618811,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046618911,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046619011,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1046619111,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046619211,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046619311,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046619411,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046619611,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046619711,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1046619811,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action104664611,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action104667911,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action104668011,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10466911,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10508611454,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1050861254,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10508614354,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10508614454,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10508617254,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10508620054,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10508620454,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10508620654,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10508620754,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10508621454,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10508621554,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10508621654,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10508621854,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10508622254,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10508622454,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1050868254,2,0,0,0,0,0,1,1
http://dl-learner.org/res/action10519016939,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10519017039,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10519019839,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10519036039,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1051903739,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10519038039,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10532212030,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10532212730,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10532213530,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056110739,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056113939,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056114039,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1056116939,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056117039,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056119739,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056119839,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056122339,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056122439,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1056124739,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056126939,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056127039,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056128939,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056130739,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1056130839,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056132339,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056133739,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056134939,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056135039,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1056136039,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056136739,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056136839,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056137339,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105613739,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056137439,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056137739,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056137939,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1056138039,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105613839,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105617339,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105617439,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105912552,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105918352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105923352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10592352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105925552,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105927552,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105929352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105929452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105930952,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105931052,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105932552,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105932752,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105933152,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action105933352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105933552,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action105933752,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10599452,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1066032871,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1066032891,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10738397,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738417,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10738437,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10738457,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738467,2,0,1,1,0,0,0,0
http://dl-learner.org/res/action10738477,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738517,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738527,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738537,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738557,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10738567,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738577,2,0,1,0,1,0,0,0
http://dl-learner.org/res/action10738607,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738637,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738657,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738667,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738677,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738697,2,0,1,1,0,0,0,0
http://dl-learner.org/res/action10738717,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10738727,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action10738737,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10738747,2,0,1,1,0,0,0,0
http://dl-learner.org/res/action10785311454,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action10954835,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10954875,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action10954965,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107818245,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107820845,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107823245,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107825445,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107827445,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107829245,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107831245,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107831645,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107831845,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107832245,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1107832445,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action110789245,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1124826056,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1124832856,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112489856,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781098,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action112781418,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781428,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781438,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action112781478,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781488,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action112781498,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781508,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781528,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781538,2,0,1,1,0,0,0,0
http://dl-learner.org/res/action112781548,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781558,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781568,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action112781578,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781598,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781608,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781618,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781628,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781638,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781648,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action112781658,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781678,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action112781698,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action112781708,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11278438,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1127878,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1127888,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113115956,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113118756,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action113128056,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113131356,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113132756,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113133956,2,0,1,1,1,0,0,0
http://dl-learner.org/res/action113135356,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11319756,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341098,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341108,2,1,1,0,0,0,0,0
http://dl-learner.org/res/action113341418,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341428,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341438,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341448,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341458,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341478,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341488,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341498,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341508,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341518,2,1,1,0,0,0,0,0
http://dl-learner.org/res/action113341528,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341548,2,1,1,0,0,0,0,0
http://dl-learner.org/res/action113341558,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341568,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341578,2,1,1,0,0,0,0,0
http://dl-learner.org/res/action113341588,2,1,1,0,0,0,0,0
http://dl-learner.org/res/action113341598,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341608,2,1,1,0,0,0,0,0
http://dl-learner.org/res/action113341618,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341628,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341638,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341648,2,1,1,0,0,0,0,0
http://dl-learner.org/res/action113341668,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341678,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341688,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113341698,2,1,1,0,0,0,0,0
http://dl-learner.org/res/action113341708,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11334438,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11334448,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11334778,2,1,1,0,0,0,0,0
http://dl-learner.org/res/action1133478,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1133488,2,1,1,0,0,0,0,0
http://dl-learner.org/res/action113781214,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113781224,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113781524,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113781804,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11378204,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113782064,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113782294,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113782304,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113782524,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113782724,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113782924,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113782944,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113782964,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113782974,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action113782984,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113783004,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113783024,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113783044,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113783064,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action113783084,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11378564,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11378904,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action114042507,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action114042547,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action114042707,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1146710435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146713635,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146719335,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146719435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146724335,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146724435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146726535,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146726635,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146730335,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1146730435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action114673335,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146733435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action114673435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146737035,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146737635,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1146737735,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action114676935,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action114677035,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11721128110,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action11721158110,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11721186110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action11721212110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action11721236110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action11721257110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action11721278110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action11721325110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action11721326110,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action11721340110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action11721348110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action11721349110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1172162110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action117351254,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1173517154,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1173520154,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1173520554,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1173520654,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1173520754,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1173520954,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1173521154,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1173521754,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1173521954,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1173522054,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1173522154,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1173522354,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action117358154,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1182916180,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1182918980,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1182919080,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182921580,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182921680,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1182923980,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182924080,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1182926180,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1182926280,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182928180,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182929980,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1182930080,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action118293080,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1182931580,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182931680,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1182932980,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182933080,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182934180,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182935180,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182935280,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1182936280,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182936380,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1182936480,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1182936580,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1182936780,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action118296580,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action118296680,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action118299980,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1188321680,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1188326180,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1188328280,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1188333080,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1188336680,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action11911105111,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11911106111,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action11911137111,2,0,1,1,0,0,0,0
