,hasStructure_feature_name_http://dl-learner.org/mutagenesis#ring_size_6-1467,hasStructure_feature_name_http://dl-learner.org/mutagenesis#ring_size_6-1468,hasStructure_feature_name_http://dl-learner.org/mutagenesis#ring_size_6-1469,hasStructure_feature_name_http://dl-learner.org/mutagenesis#ring_size_6-1470,hasStructure_feature_name_http://dl-learner.org/mutagenesis#ring_size_6-1471
http://dl-learner.org/mutagenesis#d183,0,0,0,0,0
http://dl-learner.org/mutagenesis#d184,0,0,0,0,0
http://dl-learner.org/mutagenesis#d185,0,0,0,0,0
http://dl-learner.org/mutagenesis#d186,0,0,0,0,0
http://dl-learner.org/mutagenesis#d187,0,0,0,0,0
http://dl-learner.org/mutagenesis#d188,0,0,0,0,0
http://dl-learner.org/mutagenesis#d189,0,0,0,0,0
http://dl-learner.org/mutagenesis#d19,0,0,0,0,0
http://dl-learner.org/mutagenesis#d190,0,0,0,0,0
http://dl-learner.org/mutagenesis#d191,0,0,0,0,0
http://dl-learner.org/mutagenesis#d192,0,0,0,0,0
http://dl-learner.org/mutagenesis#d193,0,0,0,0,0
http://dl-learner.org/mutagenesis#d194,0,0,0,0,0
http://dl-learner.org/mutagenesis#d195,0,0,0,0,0
http://dl-learner.org/mutagenesis#d196,0,0,0,0,0
http://dl-learner.org/mutagenesis#d197,0,0,0,0,0
http://dl-learner.org/mutagenesis#d2,0,0,0,0,0
http://dl-learner.org/mutagenesis#d20,0,0,0,0,0
http://dl-learner.org/mutagenesis#d21,0,0,0,0,0
http://dl-learner.org/mutagenesis#d22,0,0,0,0,0
http://dl-learner.org/mutagenesis#d23,0,0,0,0,0
http://dl-learner.org/mutagenesis#d24,0,0,0,0,0
http://dl-learner.org/mutagenesis#d25,0,0,0,0,0
http://dl-learner.org/mutagenesis#d26,0,0,0,0,0
http://dl-learner.org/mutagenesis#d27,0,0,0,0,0
http://dl-learner.org/mutagenesis#d28,0,0,0,0,0
http://dl-learner.org/mutagenesis#d29,0,0,0,0,0
http://dl-learner.org/mutagenesis#d3,0,0,0,0,0
http://dl-learner.org/mutagenesis#d30,0,0,0,0,0
http://dl-learner.org/mutagenesis#d31,0,0,0,0,0
http://dl-learner.org/mutagenesis#d32,0,0,0,0,0
http://dl-learner.org/mutagenesis#d33,0,0,0,0,0
http://dl-learner.org/mutagenesis#d34,0,0,0,0,0
http://dl-learner.org/mutagenesis#d35,0,0,0,0,0
http://dl-learner.org/mutagenesis#d36,0,0,0,0,0
http://dl-learner.org/mutagenesis#d37,0,0,0,0,0
http://dl-learner.org/mutagenesis#d38,0,0,0,0,0
http://dl-learner.org/mutagenesis#d39,0,0,0,0,0
http://dl-learner.org/mutagenesis#d4,0,0,0,0,0
http://dl-learner.org/mutagenesis#d40,0,0,0,0,0
http://dl-learner.org/mutagenesis#d41,0,0,0,0,0
http://dl-learner.org/mutagenesis#d42,0,0,0,0,0
http://dl-learner.org/mutagenesis#d43,0,0,0,0,0
http://dl-learner.org/mutagenesis#d44,0,0,0,0,0
http://dl-learner.org/mutagenesis#d45,0,0,0,0,0
http://dl-learner.org/mutagenesis#d46,0,0,0,0,0
http://dl-learner.org/mutagenesis#d47,0,0,0,0,0
http://dl-learner.org/mutagenesis#d48,0,0,0,0,0
http://dl-learner.org/mutagenesis#d49,0,0,0,0,0
http://dl-learner.org/mutagenesis#d5,0,0,0,0,0
http://dl-learner.org/mutagenesis#d50,0,0,0,0,0
http://dl-learner.org/mutagenesis#d51,0,0,0,0,0
http://dl-learner.org/mutagenesis#d52,0,0,0,0,0
http://dl-learner.org/mutagenesis#d53,0,0,0,0,0
http://dl-learner.org/mutagenesis#d54,0,0,0,0,0
http://dl-learner.org/mutagenesis#d55,0,0,0,0,0
http://dl-learner.org/mutagenesis#d56,0,0,0,0,0
http://dl-learner.org/mutagenesis#d57,0,0,0,0,0
http://dl-learner.org/mutagenesis#d58,0,0,0,0,0
http://dl-learner.org/mutagenesis#d59,0,0,0,0,0
http://dl-learner.org/mutagenesis#d6,0,0,0,0,0
http://dl-learner.org/mutagenesis#d60,0,0,0,0,0
http://dl-learner.org/mutagenesis#d61,0,0,0,0,0
http://dl-learner.org/mutagenesis#d62,0,0,0,0,0
http://dl-learner.org/mutagenesis#d63,0,0,0,0,0
http://dl-learner.org/mutagenesis#d64,0,0,0,0,0
http://dl-learner.org/mutagenesis#d65,0,0,0,0,0
http://dl-learner.org/mutagenesis#d66,0,0,0,0,0
http://dl-learner.org/mutagenesis#d67,0,0,0,0,0
http://dl-learner.org/mutagenesis#d68,0,0,0,0,0
http://dl-learner.org/mutagenesis#d69,0,0,0,0,0
http://dl-learner.org/mutagenesis#d7,0,0,0,0,0
http://dl-learner.org/mutagenesis#d70,0,0,0,0,0
http://dl-learner.org/mutagenesis#d71,0,0,0,0,0
http://dl-learner.org/mutagenesis#d72,0,0,0,0,0
http://dl-learner.org/mutagenesis#d73,0,0,0,0,0
http://dl-learner.org/mutagenesis#d74,0,0,0,0,0
http://dl-learner.org/mutagenesis#d75,0,0,0,0,0
http://dl-learner.org/mutagenesis#d76,0,0,0,0,0
http://dl-learner.org/mutagenesis#d77,0,0,0,0,0
http://dl-learner.org/mutagenesis#d78,0,0,0,0,0
http://dl-learner.org/mutagenesis#d79,0,0,0,0,0
http://dl-learner.org/mutagenesis#d8,0,0,0,0,0
http://dl-learner.org/mutagenesis#d80,0,0,0,0,0
http://dl-learner.org/mutagenesis#d81,0,0,0,0,0
http://dl-learner.org/mutagenesis#d82,0,0,0,0,0
http://dl-learner.org/mutagenesis#d83,0,0,0,0,0
http://dl-learner.org/mutagenesis#d84,0,0,0,0,0
http://dl-learner.org/mutagenesis#d85,0,0,0,0,0
http://dl-learner.org/mutagenesis#d86,0,0,0,0,0
http://dl-learner.org/mutagenesis#d87,0,0,0,0,0
http://dl-learner.org/mutagenesis#d88,0,0,0,0,0
http://dl-learner.org/mutagenesis#d89,0,0,0,0,0
http://dl-learner.org/mutagenesis#d9,0,0,0,0,0
http://dl-learner.org/mutagenesis#d90,0,0,0,0,0
http://dl-learner.org/mutagenesis#d91,0,0,0,0,0
http://dl-learner.org/mutagenesis#d92,0,0,0,0,0
http://dl-learner.org/mutagenesis#d93,0,0,0,0,0
http://dl-learner.org/mutagenesis#d94,0,0,0,0,0
http://dl-learner.org/mutagenesis#d95,0,0,0,0,0
http://dl-learner.org/mutagenesis#d96,0,0,0,0,0
http://dl-learner.org/mutagenesis#d97,0,0,0,0,0
http://dl-learner.org/mutagenesis#d98,0,0,0,0,0
http://dl-learner.org/mutagenesis#d99,0,0,0,0,0
http://dl-learner.org/mutagenesis#e1,0,0,0,0,0
http://dl-learner.org/mutagenesis#e10,0,0,0,0,0
http://dl-learner.org/mutagenesis#e11,0,0,0,0,0
http://dl-learner.org/mutagenesis#e12,0,0,0,0,0
http://dl-learner.org/mutagenesis#e13,0,0,0,0,0
http://dl-learner.org/mutagenesis#e14,0,0,0,0,0
http://dl-learner.org/mutagenesis#e15,0,0,0,0,0
http://dl-learner.org/mutagenesis#e16,0,0,0,0,0
http://dl-learner.org/mutagenesis#e17,0,0,0,0,0
http://dl-learner.org/mutagenesis#e18,0,0,0,0,0
http://dl-learner.org/mutagenesis#e19,0,0,0,0,0
http://dl-learner.org/mutagenesis#e2,0,0,0,0,0
http://dl-learner.org/mutagenesis#e20,0,0,0,0,0
http://dl-learner.org/mutagenesis#e21,0,0,0,0,0
http://dl-learner.org/mutagenesis#e22,0,0,0,0,0
http://dl-learner.org/mutagenesis#e23,0,0,0,0,0
http://dl-learner.org/mutagenesis#e24,0,0,0,0,0
http://dl-learner.org/mutagenesis#e25,0,0,0,0,0
http://dl-learner.org/mutagenesis#e26,0,0,0,0,0
http://dl-learner.org/mutagenesis#e27,1,1,1,1,1
http://dl-learner.org/mutagenesis#e3,0,0,0,0,0
http://dl-learner.org/mutagenesis#e4,0,0,0,0,0
http://dl-learner.org/mutagenesis#e5,0,0,0,0,0
http://dl-learner.org/mutagenesis#e6,0,0,0,0,0
http://dl-learner.org/mutagenesis#e7,0,0,0,0,0
http://dl-learner.org/mutagenesis#e8,0,0,0,0,0
http://dl-learner.org/mutagenesis#e9,0,0,0,0,0
http://dl-learner.org/mutagenesis#f1,0,0,0,0,0
http://dl-learner.org/mutagenesis#f2,0,0,0,0,0
http://dl-learner.org/mutagenesis#f3,0,0,0,0,0
http://dl-learner.org/mutagenesis#f4,0,0,0,0,0
http://dl-learner.org/mutagenesis#f5,0,0,0,0,0
http://dl-learner.org/mutagenesis#f6,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond0,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond10,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond100,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1000,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1001,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1002,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1003,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1004,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1005,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1006,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1007,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1008,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1009,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond101,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1010,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1011,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1012,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1013,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1014,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1015,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1016,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1017,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1018,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1019,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond102,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1020,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1021,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1022,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1023,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1024,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1025,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1026,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1027,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1028,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1029,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond103,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1030,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1031,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1032,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1033,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1034,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1035,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1036,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1037,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1038,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1039,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond104,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1040,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1041,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1042,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1043,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1044,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1045,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1046,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1047,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1048,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1049,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond105,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1050,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1051,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1052,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1053,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1054,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1055,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1056,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1057,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1058,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1059,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond106,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1060,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1061,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1062,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1063,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1064,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1065,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1066,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1067,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1068,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1069,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond107,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1070,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1071,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1072,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1073,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1074,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1075,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1076,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1077,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1078,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1079,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond108,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1080,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1081,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1082,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1083,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1084,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1085,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1086,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1087,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1088,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1089,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond109,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1090,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1091,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1092,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1093,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1094,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1095,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1096,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1097,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1098,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1099,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond11,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond110,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1100,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1101,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1102,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1103,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1104,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1105,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1106,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1107,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1108,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1109,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond111,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1110,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1111,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1112,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1113,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1114,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1115,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1116,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1117,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1118,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1119,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond112,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1120,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1121,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1122,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1123,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1124,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1125,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1126,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1127,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1128,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1129,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond113,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1130,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1131,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1132,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1133,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1134,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1135,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1136,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1137,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1138,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1139,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond114,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1140,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1141,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1142,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1143,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1144,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1145,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1146,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1147,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1148,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1149,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond115,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1150,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1151,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1152,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1153,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1154,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1155,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1156,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1157,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1158,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1159,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond116,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1160,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1161,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1162,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1163,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1164,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1165,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1166,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1167,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1168,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1169,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond117,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1170,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1171,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1172,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1173,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1174,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1175,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1176,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1177,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1178,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1179,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond118,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1180,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1181,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1182,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1183,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1184,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1185,0,0,0,0,0
http://dl-learner.org/mutagenesis#bond1186,0,0,0,0,0
