,label,atom,has_bond,atom_symbol,has_binding_with,first_bound_atom,second_bound_atom
http://dl-learner.org/nctrer/61,1,"['http://dl-learner.org/nctrer/61/atom1', 'http://dl-learner.org/nctrer/61/atom10', 'http://dl-learner.org/nctrer/61/atom11', 'http://dl-learner.org/nctrer/61/atom12', 'http://dl-learner.org/nctrer/61/atom13', 'http://dl-learner.org/nctrer/61/atom14', 'http://dl-learner.org/nctrer/61/atom15', 'http://dl-learner.org/nctrer/61/atom16', 'http://dl-learner.org/nctrer/61/atom17', 'http://dl-learner.org/nctrer/61/atom18', 'http://dl-learner.org/nctrer/61/atom19', 'http://dl-learner.org/nctrer/61/atom2', 'http://dl-learner.org/nctrer/61/atom20', 'http://dl-learner.org/nctrer/61/atom21', 'http://dl-learner.org/nctrer/61/atom22', 'http://dl-learner.org/nctrer/61/atom23', 'http://dl-learner.org/nctrer/61/atom24', 'http://dl-learner.org/nctrer/61/atom25', 'http://dl-learner.org/nctrer/61/atom3', 'http://dl-learner.org/nctrer/61/atom4', 'http://dl-learner.org/nctrer/61/atom5', 'http://dl-learner.org/nctrer/61/atom6', 'http://dl-learner.org/nctrer/61/atom7', 'http://dl-learner.org/nctrer/61/atom8', 'http://dl-learner.org/nctrer/61/atom9']","['http://dl-learner.org/nctrer/bond1210', 'http://dl-learner.org/nctrer/bond1211', 'http://dl-learner.org/nctrer/bond1212', 'http://dl-learner.org/nctrer/bond1213', 'http://dl-learner.org/nctrer/bond1214', 'http://dl-learner.org/nctrer/bond1215', 'http://dl-learner.org/nctrer/bond1216', 'http://dl-learner.org/nctrer/bond1217', 'http://dl-learner.org/nctrer/bond1218', 'http://dl-learner.org/nctrer/bond1219', 'http://dl-learner.org/nctrer/bond1220', 'http://dl-learner.org/nctrer/bond1221', 'http://dl-learner.org/nctrer/bond1222', 'http://dl-learner.org/nctrer/bond1223', 'http://dl-learner.org/nctrer/bond1224', 'http://dl-learner.org/nctrer/bond1225', 'http://dl-learner.org/nctrer/bond1226', 'http://dl-learner.org/nctrer/bond1227', 'http://dl-learner.org/nctrer/bond1228', 'http://dl-learner.org/nctrer/bond1229', 'http://dl-learner.org/nctrer/bond1230', 'http://dl-learner.org/nctrer/bond1231', 'http://dl-learner.org/nctrer/bond1232', 'http://dl-learner.org/nctrer/bond1233', 'http://dl-learner.org/nctrer/bond1234', 'http://dl-learner.org/nctrer/bond1235', 'http://dl-learner.org/nctrer/bond1236', 'http://dl-learner.org/nctrer/bond1237']",,,,
http://dl-learner.org/nctrer/62,1,"['http://dl-learner.org/nctrer/62/atom1', 'http://dl-learner.org/nctrer/62/atom10', 'http://dl-learner.org/nctrer/62/atom11', 'http://dl-learner.org/nctrer/62/atom12', 'http://dl-learner.org/nctrer/62/atom13', 'http://dl-learner.org/nctrer/62/atom14', 'http://dl-learner.org/nctrer/62/atom15', 'http://dl-learner.org/nctrer/62/atom16', 'http://dl-learner.org/nctrer/62/atom17', 'http://dl-learner.org/nctrer/62/atom18', 'http://dl-learner.org/nctrer/62/atom19', 'http://dl-learner.org/nctrer/62/atom2', 'http://dl-learner.org/nctrer/62/atom20', 'http://dl-learner.org/nctrer/62/atom21', 'http://dl-learner.org/nctrer/62/atom22', 'http://dl-learner.org/nctrer/62/atom23', 'http://dl-learner.org/nctrer/62/atom24', 'http://dl-learner.org/nctrer/62/atom25', 'http://dl-learner.org/nctrer/62/atom26', 'http://dl-learner.org/nctrer/62/atom27', 'http://dl-learner.org/nctrer/62/atom28', 'http://dl-learner.org/nctrer/62/atom29', 'http://dl-learner.org/nctrer/62/atom3', 'http://dl-learner.org/nctrer/62/atom30', 'http://dl-learner.org/nctrer/62/atom31', 'http://dl-learner.org/nctrer/62/atom32', 'http://dl-learner.org/nctrer/62/atom33', 'http://dl-learner.org/nctrer/62/atom34', 'http://dl-learner.org/nctrer/62/atom35', 'http://dl-learner.org/nctrer/62/atom36', 'http://dl-learner.org/nctrer/62/atom37', 'http://dl-learner.org/nctrer/62/atom38', 'http://dl-learner.org/nctrer/62/atom39', 'http://dl-learner.org/nctrer/62/atom4', 'http://dl-learner.org/nctrer/62/atom40', 'http://dl-learner.org/nctrer/62/atom41', 'http://dl-learner.org/nctrer/62/atom42', 'http://dl-learner.org/nctrer/62/atom43', 'http://dl-learner.org/nctrer/62/atom44', 'http://dl-learner.org/nctrer/62/atom5', 'http://dl-learner.org/nctrer/62/atom6', 'http://dl-learner.org/nctrer/62/atom7', 'http://dl-learner.org/nctrer/62/atom8', 'http://dl-learner.org/nctrer/62/atom9']","['http://dl-learner.org/nctrer/bond1238', 'http://dl-learner.org/nctrer/bond1239', 'http://dl-learner.org/nctrer/bond1240', 'http://dl-learner.org/nctrer/bond1241', 'http://dl-learner.org/nctrer/bond1242', 'http://dl-learner.org/nctrer/bond1243', 'http://dl-learner.org/nctrer/bond1244', 'http://dl-learner.org/nctrer/bond1245', 'http://dl-learner.org/nctrer/bond1246', 'http://dl-learner.org/nctrer/bond1247', 'http://dl-learner.org/nctrer/bond1248', 'http://dl-learner.org/nctrer/bond1249', 'http://dl-learner.org/nctrer/bond1250', 'http://dl-learner.org/nctrer/bond1251', 'http://dl-learner.org/nctrer/bond1252', 'http://dl-learner.org/nctrer/bond1253', 'http://dl-learner.org/nctrer/bond1254', 'http://dl-learner.org/nctrer/bond1255', 'http://dl-learner.org/nctrer/bond1256', 'http://dl-learner.org/nctrer/bond1257', 'http://dl-learner.org/nctrer/bond1258', 'http://dl-learner.org/nctrer/bond1259', 'http://dl-learner.org/nctrer/bond1260', 'http://dl-learner.org/nctrer/bond1261', 'http://dl-learner.org/nctrer/bond1262', 'http://dl-learner.org/nctrer/bond1263', 'http://dl-learner.org/nctrer/bond1264', 'http://dl-learner.org/nctrer/bond1265', 'http://dl-learner.org/nctrer/bond1266', 'http://dl-learner.org/nctrer/bond1267', 'http://dl-learner.org/nctrer/bond1268', 'http://dl-learner.org/nctrer/bond1269', 'http://dl-learner.org/nctrer/bond1270', 'http://dl-learner.org/nctrer/bond1271', 'http://dl-learner.org/nctrer/bond1272', 'http://dl-learner.org/nctrer/bond1273', 'http://dl-learner.org/nctrer/bond1274', 'http://dl-learner.org/nctrer/bond1275', 'http://dl-learner.org/nctrer/bond1276', 'http://dl-learner.org/nctrer/bond1277', 'http://dl-learner.org/nctrer/bond1278', 'http://dl-learner.org/nctrer/bond1279', 'http://dl-learner.org/nctrer/bond1280', 'http://dl-learner.org/nctrer/bond1281', 'http://dl-learner.org/nctrer/bond1282', 'http://dl-learner.org/nctrer/bond1283', 'http://dl-learner.org/nctrer/bond1284']",,,,
http://dl-learner.org/nctrer/63,0,"['http://dl-learner.org/nctrer/63/atom1', 'http://dl-learner.org/nctrer/63/atom10', 'http://dl-learner.org/nctrer/63/atom11', 'http://dl-learner.org/nctrer/63/atom12', 'http://dl-learner.org/nctrer/63/atom13', 'http://dl-learner.org/nctrer/63/atom14', 'http://dl-learner.org/nctrer/63/atom15', 'http://dl-learner.org/nctrer/63/atom16', 'http://dl-learner.org/nctrer/63/atom17', 'http://dl-learner.org/nctrer/63/atom18', 'http://dl-learner.org/nctrer/63/atom19', 'http://dl-learner.org/nctrer/63/atom2', 'http://dl-learner.org/nctrer/63/atom20', 'http://dl-learner.org/nctrer/63/atom21', 'http://dl-learner.org/nctrer/63/atom22', 'http://dl-learner.org/nctrer/63/atom23', 'http://dl-learner.org/nctrer/63/atom24', 'http://dl-learner.org/nctrer/63/atom25', 'http://dl-learner.org/nctrer/63/atom26', 'http://dl-learner.org/nctrer/63/atom3', 'http://dl-learner.org/nctrer/63/atom4', 'http://dl-learner.org/nctrer/63/atom5', 'http://dl-learner.org/nctrer/63/atom6', 'http://dl-learner.org/nctrer/63/atom7', 'http://dl-learner.org/nctrer/63/atom8', 'http://dl-learner.org/nctrer/63/atom9']","['http://dl-learner.org/nctrer/bond1285', 'http://dl-learner.org/nctrer/bond1286', 'http://dl-learner.org/nctrer/bond1287', 'http://dl-learner.org/nctrer/bond1288', 'http://dl-learner.org/nctrer/bond1289', 'http://dl-learner.org/nctrer/bond1290', 'http://dl-learner.org/nctrer/bond1291', 'http://dl-learner.org/nctrer/bond1292', 'http://dl-learner.org/nctrer/bond1293', 'http://dl-learner.org/nctrer/bond1294', 'http://dl-learner.org/nctrer/bond1295', 'http://dl-learner.org/nctrer/bond1296', 'http://dl-learner.org/nctrer/bond1297', 'http://dl-learner.org/nctrer/bond1298', 'http://dl-learner.org/nctrer/bond1299', 'http://dl-learner.org/nctrer/bond1300', 'http://dl-learner.org/nctrer/bond1301', 'http://dl-learner.org/nctrer/bond1302', 'http://dl-learner.org/nctrer/bond1303', 'http://dl-learner.org/nctrer/bond1304', 'http://dl-learner.org/nctrer/bond1305', 'http://dl-learner.org/nctrer/bond1306', 'http://dl-learner.org/nctrer/bond1307', 'http://dl-learner.org/nctrer/bond1308', 'http://dl-learner.org/nctrer/bond1309', 'http://dl-learner.org/nctrer/bond1310', 'http://dl-learner.org/nctrer/bond1311', 'http://dl-learner.org/nctrer/bond1312', 'http://dl-learner.org/nctrer/bond1313']",,,,
http://dl-learner.org/nctrer/64,0,"['http://dl-learner.org/nctrer/64/atom1', 'http://dl-learner.org/nctrer/64/atom10', 'http://dl-learner.org/nctrer/64/atom11', 'http://dl-learner.org/nctrer/64/atom12', 'http://dl-learner.org/nctrer/64/atom13', 'http://dl-learner.org/nctrer/64/atom14', 'http://dl-learner.org/nctrer/64/atom15', 'http://dl-learner.org/nctrer/64/atom16', 'http://dl-learner.org/nctrer/64/atom17', 'http://dl-learner.org/nctrer/64/atom18', 'http://dl-learner.org/nctrer/64/atom19', 'http://dl-learner.org/nctrer/64/atom2', 'http://dl-learner.org/nctrer/64/atom20', 'http://dl-learner.org/nctrer/64/atom21', 'http://dl-learner.org/nctrer/64/atom22', 'http://dl-learner.org/nctrer/64/atom23', 'http://dl-learner.org/nctrer/64/atom24', 'http://dl-learner.org/nctrer/64/atom3', 'http://dl-learner.org/nctrer/64/atom4', 'http://dl-learner.org/nctrer/64/atom5', 'http://dl-learner.org/nctrer/64/atom6', 'http://dl-learner.org/nctrer/64/atom7', 'http://dl-learner.org/nctrer/64/atom8', 'http://dl-learner.org/nctrer/64/atom9']","['http://dl-learner.org/nctrer/bond1314', 'http://dl-learner.org/nctrer/bond1315', 'http://dl-learner.org/nctrer/bond1316', 'http://dl-learner.org/nctrer/bond1317', 'http://dl-learner.org/nctrer/bond1318', 'http://dl-learner.org/nctrer/bond1319', 'http://dl-learner.org/nctrer/bond1320', 'http://dl-learner.org/nctrer/bond1321', 'http://dl-learner.org/nctrer/bond1322', 'http://dl-learner.org/nctrer/bond1323', 'http://dl-learner.org/nctrer/bond1324', 'http://dl-learner.org/nctrer/bond1325', 'http://dl-learner.org/nctrer/bond1326', 'http://dl-learner.org/nctrer/bond1327', 'http://dl-learner.org/nctrer/bond1328', 'http://dl-learner.org/nctrer/bond1329', 'http://dl-learner.org/nctrer/bond1330', 'http://dl-learner.org/nctrer/bond1331', 'http://dl-learner.org/nctrer/bond1332', 'http://dl-learner.org/nctrer/bond1333', 'http://dl-learner.org/nctrer/bond1334', 'http://dl-learner.org/nctrer/bond1335', 'http://dl-learner.org/nctrer/bond1336', 'http://dl-learner.org/nctrer/bond1337', 'http://dl-learner.org/nctrer/bond1338', 'http://dl-learner.org/nctrer/bond1339', 'http://dl-learner.org/nctrer/bond1340']",,,,
http://dl-learner.org/nctrer/65,1,"['http://dl-learner.org/nctrer/65/atom1', 'http://dl-learner.org/nctrer/65/atom10', 'http://dl-learner.org/nctrer/65/atom11', 'http://dl-learner.org/nctrer/65/atom12', 'http://dl-learner.org/nctrer/65/atom13', 'http://dl-learner.org/nctrer/65/atom14', 'http://dl-learner.org/nctrer/65/atom15', 'http://dl-learner.org/nctrer/65/atom16', 'http://dl-learner.org/nctrer/65/atom17', 'http://dl-learner.org/nctrer/65/atom18', 'http://dl-learner.org/nctrer/65/atom19', 'http://dl-learner.org/nctrer/65/atom2', 'http://dl-learner.org/nctrer/65/atom20', 'http://dl-learner.org/nctrer/65/atom21', 'http://dl-learner.org/nctrer/65/atom22', 'http://dl-learner.org/nctrer/65/atom23', 'http://dl-learner.org/nctrer/65/atom24', 'http://dl-learner.org/nctrer/65/atom3', 'http://dl-learner.org/nctrer/65/atom4', 'http://dl-learner.org/nctrer/65/atom5', 'http://dl-learner.org/nctrer/65/atom6', 'http://dl-learner.org/nctrer/65/atom7', 'http://dl-learner.org/nctrer/65/atom8', 'http://dl-learner.org/nctrer/65/atom9']","['http://dl-learner.org/nctrer/bond1341', 'http://dl-learner.org/nctrer/bond1342', 'http://dl-learner.org/nctrer/bond1343', 'http://dl-learner.org/nctrer/bond1344', 'http://dl-learner.org/nctrer/bond1345', 'http://dl-learner.org/nctrer/bond1346', 'http://dl-learner.org/nctrer/bond1347', 'http://dl-learner.org/nctrer/bond1348', 'http://dl-learner.org/nctrer/bond1349', 'http://dl-learner.org/nctrer/bond1350', 'http://dl-learner.org/nctrer/bond1351', 'http://dl-learner.org/nctrer/bond1352', 'http://dl-learner.org/nctrer/bond1353', 'http://dl-learner.org/nctrer/bond1354', 'http://dl-learner.org/nctrer/bond1355', 'http://dl-learner.org/nctrer/bond1356', 'http://dl-learner.org/nctrer/bond1357', 'http://dl-learner.org/nctrer/bond1358', 'http://dl-learner.org/nctrer/bond1359', 'http://dl-learner.org/nctrer/bond1360', 'http://dl-learner.org/nctrer/bond1361', 'http://dl-learner.org/nctrer/bond1362', 'http://dl-learner.org/nctrer/bond1363', 'http://dl-learner.org/nctrer/bond1364', 'http://dl-learner.org/nctrer/bond1365', 'http://dl-learner.org/nctrer/bond1366', 'http://dl-learner.org/nctrer/bond1367']",,,,
http://dl-learner.org/nctrer/66,1,"['http://dl-learner.org/nctrer/66/atom1', 'http://dl-learner.org/nctrer/66/atom10', 'http://dl-learner.org/nctrer/66/atom11', 'http://dl-learner.org/nctrer/66/atom12', 'http://dl-learner.org/nctrer/66/atom13', 'http://dl-learner.org/nctrer/66/atom14', 'http://dl-learner.org/nctrer/66/atom15', 'http://dl-learner.org/nctrer/66/atom16', 'http://dl-learner.org/nctrer/66/atom2', 'http://dl-learner.org/nctrer/66/atom3', 'http://dl-learner.org/nctrer/66/atom4', 'http://dl-learner.org/nctrer/66/atom5', 'http://dl-learner.org/nctrer/66/atom6', 'http://dl-learner.org/nctrer/66/atom7', 'http://dl-learner.org/nctrer/66/atom8', 'http://dl-learner.org/nctrer/66/atom9']","['http://dl-learner.org/nctrer/bond1368', 'http://dl-learner.org/nctrer/bond1369', 'http://dl-learner.org/nctrer/bond1370', 'http://dl-learner.org/nctrer/bond1371', 'http://dl-learner.org/nctrer/bond1372', 'http://dl-learner.org/nctrer/bond1373', 'http://dl-learner.org/nctrer/bond1374', 'http://dl-learner.org/nctrer/bond1375', 'http://dl-learner.org/nctrer/bond1376', 'http://dl-learner.org/nctrer/bond1377', 'http://dl-learner.org/nctrer/bond1378', 'http://dl-learner.org/nctrer/bond1379', 'http://dl-learner.org/nctrer/bond1380', 'http://dl-learner.org/nctrer/bond1381', 'http://dl-learner.org/nctrer/bond1382', 'http://dl-learner.org/nctrer/bond1383']",,,,
http://dl-learner.org/nctrer/67,1,"['http://dl-learner.org/nctrer/67/atom1', 'http://dl-learner.org/nctrer/67/atom10', 'http://dl-learner.org/nctrer/67/atom11', 'http://dl-learner.org/nctrer/67/atom12', 'http://dl-learner.org/nctrer/67/atom13', 'http://dl-learner.org/nctrer/67/atom14', 'http://dl-learner.org/nctrer/67/atom15', 'http://dl-learner.org/nctrer/67/atom16', 'http://dl-learner.org/nctrer/67/atom17', 'http://dl-learner.org/nctrer/67/atom18', 'http://dl-learner.org/nctrer/67/atom19', 'http://dl-learner.org/nctrer/67/atom2', 'http://dl-learner.org/nctrer/67/atom20', 'http://dl-learner.org/nctrer/67/atom21', 'http://dl-learner.org/nctrer/67/atom22', 'http://dl-learner.org/nctrer/67/atom23', 'http://dl-learner.org/nctrer/67/atom24', 'http://dl-learner.org/nctrer/67/atom3', 'http://dl-learner.org/nctrer/67/atom4', 'http://dl-learner.org/nctrer/67/atom5', 'http://dl-learner.org/nctrer/67/atom6', 'http://dl-learner.org/nctrer/67/atom7', 'http://dl-learner.org/nctrer/67/atom8', 'http://dl-learner.org/nctrer/67/atom9']","['http://dl-learner.org/nctrer/bond1384', 'http://dl-learner.org/nctrer/bond1385', 'http://dl-learner.org/nctrer/bond1386', 'http://dl-learner.org/nctrer/bond1387', 'http://dl-learner.org/nctrer/bond1388', 'http://dl-learner.org/nctrer/bond1389', 'http://dl-learner.org/nctrer/bond1390', 'http://dl-learner.org/nctrer/bond1391', 'http://dl-learner.org/nctrer/bond1392', 'http://dl-learner.org/nctrer/bond1393', 'http://dl-learner.org/nctrer/bond1394', 'http://dl-learner.org/nctrer/bond1395', 'http://dl-learner.org/nctrer/bond1396', 'http://dl-learner.org/nctrer/bond1397', 'http://dl-learner.org/nctrer/bond1398', 'http://dl-learner.org/nctrer/bond1399', 'http://dl-learner.org/nctrer/bond1400', 'http://dl-learner.org/nctrer/bond1401', 'http://dl-learner.org/nctrer/bond1402', 'http://dl-learner.org/nctrer/bond1403', 'http://dl-learner.org/nctrer/bond1404', 'http://dl-learner.org/nctrer/bond1405', 'http://dl-learner.org/nctrer/bond1406', 'http://dl-learner.org/nctrer/bond1407', 'http://dl-learner.org/nctrer/bond1408', 'http://dl-learner.org/nctrer/bond1409', 'http://dl-learner.org/nctrer/bond1410']",,,,
http://dl-learner.org/nctrer/68,1,"['http://dl-learner.org/nctrer/68/atom1', 'http://dl-learner.org/nctrer/68/atom10', 'http://dl-learner.org/nctrer/68/atom11', 'http://dl-learner.org/nctrer/68/atom12', 'http://dl-learner.org/nctrer/68/atom13', 'http://dl-learner.org/nctrer/68/atom14', 'http://dl-learner.org/nctrer/68/atom15', 'http://dl-learner.org/nctrer/68/atom16', 'http://dl-learner.org/nctrer/68/atom17', 'http://dl-learner.org/nctrer/68/atom18', 'http://dl-learner.org/nctrer/68/atom19', 'http://dl-learner.org/nctrer/68/atom2', 'http://dl-learner.org/nctrer/68/atom20', 'http://dl-learner.org/nctrer/68/atom21', 'http://dl-learner.org/nctrer/68/atom22', 'http://dl-learner.org/nctrer/68/atom23', 'http://dl-learner.org/nctrer/68/atom24', 'http://dl-learner.org/nctrer/68/atom25', 'http://dl-learner.org/nctrer/68/atom26', 'http://dl-learner.org/nctrer/68/atom27', 'http://dl-learner.org/nctrer/68/atom3', 'http://dl-learner.org/nctrer/68/atom4', 'http://dl-learner.org/nctrer/68/atom5', 'http://dl-learner.org/nctrer/68/atom6', 'http://dl-learner.org/nctrer/68/atom7', 'http://dl-learner.org/nctrer/68/atom8', 'http://dl-learner.org/nctrer/68/atom9']","['http://dl-learner.org/nctrer/bond1411', 'http://dl-learner.org/nctrer/bond1412', 'http://dl-learner.org/nctrer/bond1413', 'http://dl-learner.org/nctrer/bond1414', 'http://dl-learner.org/nctrer/bond1415', 'http://dl-learner.org/nctrer/bond1416', 'http://dl-learner.org/nctrer/bond1417', 'http://dl-learner.org/nctrer/bond1418', 'http://dl-learner.org/nctrer/bond1419', 'http://dl-learner.org/nctrer/bond1420', 'http://dl-learner.org/nctrer/bond1421', 'http://dl-learner.org/nctrer/bond1422', 'http://dl-learner.org/nctrer/bond1423', 'http://dl-learner.org/nctrer/bond1424', 'http://dl-learner.org/nctrer/bond1425', 'http://dl-learner.org/nctrer/bond1426', 'http://dl-learner.org/nctrer/bond1427', 'http://dl-learner.org/nctrer/bond1428', 'http://dl-learner.org/nctrer/bond1429', 'http://dl-learner.org/nctrer/bond1430', 'http://dl-learner.org/nctrer/bond1431', 'http://dl-learner.org/nctrer/bond1432', 'http://dl-learner.org/nctrer/bond1433', 'http://dl-learner.org/nctrer/bond1434', 'http://dl-learner.org/nctrer/bond1435', 'http://dl-learner.org/nctrer/bond1436', 'http://dl-learner.org/nctrer/bond1437', 'http://dl-learner.org/nctrer/bond1438', 'http://dl-learner.org/nctrer/bond1439', 'http://dl-learner.org/nctrer/bond1440']",,,,
http://dl-learner.org/nctrer/69,1,"['http://dl-learner.org/nctrer/69/atom1', 'http://dl-learner.org/nctrer/69/atom10', 'http://dl-learner.org/nctrer/69/atom11', 'http://dl-learner.org/nctrer/69/atom12', 'http://dl-learner.org/nctrer/69/atom13', 'http://dl-learner.org/nctrer/69/atom14', 'http://dl-learner.org/nctrer/69/atom15', 'http://dl-learner.org/nctrer/69/atom16', 'http://dl-learner.org/nctrer/69/atom17', 'http://dl-learner.org/nctrer/69/atom18', 'http://dl-learner.org/nctrer/69/atom19', 'http://dl-learner.org/nctrer/69/atom2', 'http://dl-learner.org/nctrer/69/atom20', 'http://dl-learner.org/nctrer/69/atom21', 'http://dl-learner.org/nctrer/69/atom22', 'http://dl-learner.org/nctrer/69/atom23', 'http://dl-learner.org/nctrer/69/atom24', 'http://dl-learner.org/nctrer/69/atom25', 'http://dl-learner.org/nctrer/69/atom26', 'http://dl-learner.org/nctrer/69/atom27', 'http://dl-learner.org/nctrer/69/atom28', 'http://dl-learner.org/nctrer/69/atom29', 'http://dl-learner.org/nctrer/69/atom3', 'http://dl-learner.org/nctrer/69/atom30', 'http://dl-learner.org/nctrer/69/atom31', 'http://dl-learner.org/nctrer/69/atom32', 'http://dl-learner.org/nctrer/69/atom33', 'http://dl-learner.org/nctrer/69/atom34', 'http://dl-learner.org/nctrer/69/atom35', 'http://dl-learner.org/nctrer/69/atom36', 'http://dl-learner.org/nctrer/69/atom37', 'http://dl-learner.org/nctrer/69/atom38', 'http://dl-learner.org/nctrer/69/atom39', 'http://dl-learner.org/nctrer/69/atom4', 'http://dl-learner.org/nctrer/69/atom40', 'http://dl-learner.org/nctrer/69/atom41', 'http://dl-learner.org/nctrer/69/atom5', 'http://dl-learner.org/nctrer/69/atom6', 'http://dl-learner.org/nctrer/69/atom7', 'http://dl-learner.org/nctrer/69/atom8', 'http://dl-learner.org/nctrer/69/atom9']","['http://dl-learner.org/nctrer/bond1441', 'http://dl-learner.org/nctrer/bond1442', 'http://dl-learner.org/nctrer/bond1443', 'http://dl-learner.org/nctrer/bond1444', 'http://dl-learner.org/nctrer/bond1445', 'http://dl-learner.org/nctrer/bond1446', 'http://dl-learner.org/nctrer/bond1447', 'http://dl-learner.org/nctrer/bond1448', 'http://dl-learner.org/nctrer/bond1449', 'http://dl-learner.org/nctrer/bond1450', 'http://dl-learner.org/nctrer/bond1451', 'http://dl-learner.org/nctrer/bond1452', 'http://dl-learner.org/nctrer/bond1453', 'http://dl-learner.org/nctrer/bond1454', 'http://dl-learner.org/nctrer/bond1455', 'http://dl-learner.org/nctrer/bond1456', 'http://dl-learner.org/nctrer/bond1457', 'http://dl-learner.org/nctrer/bond1458', 'http://dl-learner.org/nctrer/bond1459', 'http://dl-learner.org/nctrer/bond1460', 'http://dl-learner.org/nctrer/bond1461', 'http://dl-learner.org/nctrer/bond1462', 'http://dl-learner.org/nctrer/bond1463', 'http://dl-learner.org/nctrer/bond1464', 'http://dl-learner.org/nctrer/bond1465', 'http://dl-learner.org/nctrer/bond1466', 'http://dl-learner.org/nctrer/bond1467', 'http://dl-learner.org/nctrer/bond1468', 'http://dl-learner.org/nctrer/bond1469', 'http://dl-learner.org/nctrer/bond1470', 'http://dl-learner.org/nctrer/bond1471', 'http://dl-learner.org/nctrer/bond1472', 'http://dl-learner.org/nctrer/bond1473', 'http://dl-learner.org/nctrer/bond1474', 'http://dl-learner.org/nctrer/bond1475', 'http://dl-learner.org/nctrer/bond1476', 'http://dl-learner.org/nctrer/bond1477', 'http://dl-learner.org/nctrer/bond1478', 'http://dl-learner.org/nctrer/bond1479', 'http://dl-learner.org/nctrer/bond1480', 'http://dl-learner.org/nctrer/bond1481', 'http://dl-learner.org/nctrer/bond1482', 'http://dl-learner.org/nctrer/bond1483', 'http://dl-learner.org/nctrer/bond1484']",,,,
http://dl-learner.org/nctrer/7,2,"['http://dl-learner.org/nctrer/7/atom1', 'http://dl-learner.org/nctrer/7/atom10', 'http://dl-learner.org/nctrer/7/atom11', 'http://dl-learner.org/nctrer/7/atom12', 'http://dl-learner.org/nctrer/7/atom13', 'http://dl-learner.org/nctrer/7/atom14', 'http://dl-learner.org/nctrer/7/atom15', 'http://dl-learner.org/nctrer/7/atom16', 'http://dl-learner.org/nctrer/7/atom17', 'http://dl-learner.org/nctrer/7/atom18', 'http://dl-learner.org/nctrer/7/atom19', 'http://dl-learner.org/nctrer/7/atom2', 'http://dl-learner.org/nctrer/7/atom20', 'http://dl-learner.org/nctrer/7/atom21', 'http://dl-learner.org/nctrer/7/atom22', 'http://dl-learner.org/nctrer/7/atom23', 'http://dl-learner.org/nctrer/7/atom24', 'http://dl-learner.org/nctrer/7/atom25', 'http://dl-learner.org/nctrer/7/atom26', 'http://dl-learner.org/nctrer/7/atom27', 'http://dl-learner.org/nctrer/7/atom28', 'http://dl-learner.org/nctrer/7/atom3', 'http://dl-learner.org/nctrer/7/atom4', 'http://dl-learner.org/nctrer/7/atom5', 'http://dl-learner.org/nctrer/7/atom6', 'http://dl-learner.org/nctrer/7/atom7', 'http://dl-learner.org/nctrer/7/atom8', 'http://dl-learner.org/nctrer/7/atom9']","['http://dl-learner.org/nctrer/bond120', 'http://dl-learner.org/nctrer/bond121', 'http://dl-learner.org/nctrer/bond122', 'http://dl-learner.org/nctrer/bond123', 'http://dl-learner.org/nctrer/bond124', 'http://dl-learner.org/nctrer/bond125', 'http://dl-learner.org/nctrer/bond126', 'http://dl-learner.org/nctrer/bond127', 'http://dl-learner.org/nctrer/bond128', 'http://dl-learner.org/nctrer/bond129', 'http://dl-learner.org/nctrer/bond130', 'http://dl-learner.org/nctrer/bond131', 'http://dl-learner.org/nctrer/bond132', 'http://dl-learner.org/nctrer/bond133', 'http://dl-learner.org/nctrer/bond134', 'http://dl-learner.org/nctrer/bond135', 'http://dl-learner.org/nctrer/bond136', 'http://dl-learner.org/nctrer/bond137', 'http://dl-learner.org/nctrer/bond138', 'http://dl-learner.org/nctrer/bond139', 'http://dl-learner.org/nctrer/bond140', 'http://dl-learner.org/nctrer/bond141', 'http://dl-learner.org/nctrer/bond142', 'http://dl-learner.org/nctrer/bond143', 'http://dl-learner.org/nctrer/bond144', 'http://dl-learner.org/nctrer/bond145', 'http://dl-learner.org/nctrer/bond146', 'http://dl-learner.org/nctrer/bond147']",,,,
